mort,category,geography,year,sex,deaths,population,crude_rate_per_100000,age_standardised_rate_per_100000,rate_ratio,premature_deaths,premature_deaths_percent,premature_deaths_asr_per_100000,potential_years_of_life_lost,pyll_rate_per_1000,potentially_avoidable_deaths,pad_percent,pad_asr_per_100000,median_age
SEG9,Socioeconomic group,Australia (total),2021,Females,"82,068","12,938,497",634.3,427.4,1,"21,923",26.7,147.5,"334,958",28.2,"9,854",44.9,68.1,84.8
SEG1,Socioeconomic group,Quintile 1 (lowest),2017,Persons,"39,506","5,040,703",783.7,628.8,1.19,"14,943",37.8,274.2,"250,495",53.4,"7,838",51.9,146.8,80
SEG1,Socioeconomic group,Quintile 1 (lowest),2018,Persons,"38,997","5,089,309",766.3,608.7,1.19,"15,088",38.7,271.5,"247,739",52.4,"7,910",52,146,79.8
SEG1,Socioeconomic group,Quintile 1 (lowest),2019,Persons,"40,752","5,133,313",793.9,622.9,1.17,"15,762",38.7,279.3,"259,402",54.5,"7,971",51.4,144.4,79.8
SEG1,Socioeconomic group,Quintile 1 (lowest),2020,Persons,"39,102","5,163,352",757.3,583.6,1.19,"15,113",38.7,263,"249,512",52.2,"7,568",50.1,135.4,79.7
SEG1,Socioeconomic group,Quintile 1 (lowest),2021,Persons,"41,705","5,146,553",810.3,606.7,1.2,"15,775",37.8,270,"249,503",52.5,"7,640",48.4,134.3,80
SEG2,Socioeconomic group,Quintile 2,2017,Persons,"37,810","4,954,930",763.1,573.9,1.08,"12,856",34,231.9,"206,566",45,"6,757",51.9,125.4,81.7
SEG2,Socioeconomic group,Quintile 2,2018,Persons,"37,189","5,015,211",741.5,552.6,1.08,"12,700",34.2,223.5,"197,346",42.5,"6,491",50.6,117.6,81.6
SEG2,Socioeconomic group,Quintile 2,2019,Persons,"40,045","5,074,800",789.1,582.5,1.1,"13,798",34.5,239.3,"219,030",46.7,"6,779",50.2,120.8,81.6
SEG2,Socioeconomic group,Quintile 2,2020,Persons,"38,211","5,127,298",745.3,540.6,1.1,"13,141",34.4,221.9,"204,570",43.3,"6,443",49,112.3,81.4
SEG2,Socioeconomic group,Quintile 2,2021,Persons,"40,514","5,129,488",789.8,557.3,1.1,"13,642",33.7,226.8,"210,183",44.6,"6,531",47.9,112,81.6
SEG3,Socioeconomic group,Quintile 3,2017,Persons,"30,345","4,796,303",632.7,512.9,0.97,"10,029",33,191.2,"159,262",35.6,"4,999",49.2,97.6,82.1
SEG3,Socioeconomic group,Quintile 3,2018,Persons,"30,188","4,888,360",617.5,497.2,0.97,"10,287",34.1,190.7,"164,308",36,"5,134",49.4,97.5,81.8
SEG3,Socioeconomic group,Quintile 3,2019,Persons,"31,666","4,983,928",635.4,506.8,0.95,"10,763",34,195.1,"174,325",37.6,"5,142",48.9,95.7,81.7
SEG3,Socioeconomic group,Quintile 3,2020,Persons,"30,591","5,072,636",603.1,472.4,0.96,"10,289",33.6,180.9,"162,996",34.6,"4,990",48.5,90.2,81.8
SEG3,Socioeconomic group,Quintile 3,2021,Persons,"32,555","5,119,026",636,485.6,0.96,"10,458",32.1,180.4,"163,988",34.6,"4,996",47.8,88.8,82.2
SEG4,Socioeconomic group,Quintile 4,2017,Persons,"26,538","4,809,692",551.8,486.6,0.92,"8,528",32.1,172.7,"140,674",31.1,"4,359",50.3,89.3,82.6
SEG4,Socioeconomic group,Quintile 4,2018,Persons,"25,696","4,915,403",522.8,458.4,0.9,"8,366",32.6,163.9,"137,077",29.7,"4,159",49,82.6,82.5
SEG4,Socioeconomic group,Quintile 4,2019,Persons,"27,974","5,026,491",556.5,484.7,0.91,"9,071",32.4,173.3,"152,299",32.3,"4,369",49.5,84.6,82.4
SEG4,Socioeconomic group,Quintile 4,2020,Persons,"26,420","5,122,048",515.8,442,0.9,"8,388",31.7,154.9,"135,147",28.1,"4,034",48.1,75.6,82.6
SEG4,Socioeconomic group,Quintile 4,2021,Persons,"28,550","5,155,075",553.8,462.3,0.91,"8,998",31.5,163.5,"145,745",30.2,"4,202",46.7,77.8,82.8
SEG5,Socioeconomic group,Quintile 5 (highest),2017,Persons,"26,207","4,988,755",525.3,427.6,0.81,"7,330",28,137.5,"116,441",24.9,"3,626",48.6,69.5,84.5
SEG5,Socioeconomic group,Quintile 5 (highest),2018,Persons,"25,843","5,054,409",511.3,412.9,0.81,"7,277",28.2,132.9,"115,288",24.4,"3,492",47.3,65.1,84.3
SEG5,Socioeconomic group,Quintile 5 (highest),2019,Persons,"27,586","5,117,598",539.1,429.9,0.81,"7,847",28.4,140.4,"123,888",25.9,"3,618",47.6,66.1,84.2
SEG5,Socioeconomic group,Quintile 5 (highest),2020,Persons,"26,458","5,165,773",512.2,401,0.82,"7,570",28.6,132.6,"118,247",24.6,"3,676",48.6,66.1,84.1
SEG5,Socioeconomic group,Quintile 5 (highest),2021,Persons,"27,798","5,133,693",541.5,409.5,0.81,"7,492",27,130.8,"116,036",24.3,"3,415",45.6,61.3,84.4
SEG8,Socioeconomic group,Unknown/missing,2017,Persons,503,,,,,,,,,,,,,
SEG8,Socioeconomic group,Unknown/missing,2018,Persons,580,,,,,,,,,,,,,
SEG8,Socioeconomic group,Unknown/missing,2019,Persons,"1,277",,,,,,,,,,,,,
SEG8,Socioeconomic group,Unknown/missing,2020,Persons,518,,,,,,,,,,,,,
SEG8,Socioeconomic group,Unknown/missing,2021,Persons,347,,,,,,,,,,,,,
SEG9,Socioeconomic group,Australia (total),2017,Persons,"160,909","24,594,202",654.3,530,1,"54,079",33.6,203.7,"882,752",38.4,"27,867",50.8,107.2,81.9
SEG9,Socioeconomic group,Australia (total),2018,Persons,"158,493","24,966,643",634.8,510.2,1,"54,189",34.2,198.8,"871,807",37.4,"27,621",50.2,103.7,81.7
SEG9,Socioeconomic group,Australia (total),2019,Persons,"169,301","25,340,217",668.1,531.5,1,"57,990",34.3,208.7,"944,893",40,"28,240",50,103.8,81.7
SEG9,Socioeconomic group,Australia (total),2020,Persons,"161,300","25,655,289",628.7,491.5,1,"54,927",34.1,192.6,"880,379",36.9,"26,984",49.1,97.1,81.7
SEG9,Socioeconomic group,Australia (total),2021,Persons,"171,469","25,688,079",667.5,507.2,1,"56,665",33,195.7,"893,170",37.5,"26,967",47.6,95.6,82
STE01,State and territory,New South Wales,2017,Males,"27,271","3,894,093",700.3,620.8,0.99,"10,666",39.1,252.7,"170,680",46.7,"5,406",50.7,130.6,79.4
STE01,State and territory,New South Wales,2018,Males,"27,786","3,945,584",704.2,617.2,1.02,"11,037",39.7,255.9,"173,661",46.9,"5,571",50.5,131.9,79.2
STE01,State and territory,New South Wales,2019,Males,"28,977","3,992,323",725.8,628.7,1,"11,360",39.2,260,"182,173",48.7,"5,641",49.7,132.1,79.4
STE01,State and territory,New South Wales,2020,Males,"27,427","4,021,817",682,577.8,0.99,"10,695",39,240.1,"168,269",44.8,"5,286",49.4,121.3,79.3
STE01,State and territory,New South Wales,2021,Males,"29,330","4,023,278",729,599.7,1,"10,920",37.2,242.5,"170,450",45.5,"5,148",47.1,117,79.8
STE02,State and territory,Victoria,2017,Males,"19,856","3,114,466",637.5,585.8,0.94,"7,361",37.1,226,"119,022",40.6,"4,131",52.6,129.1,80.2
STE02,State and territory,Victoria,2018,Males,"19,308","3,174,516",608.2,554.4,0.92,"7,227",37.4,216.3,"115,755",38.8,"4,041",52,123.1,80.1
STE02,State and territory,Victoria,2019,Males,"22,879","3,231,527",708,642.6,1.02,"9,109",39.8,270.3,"158,443",52.2,"4,170",51.7,124.7,79.2
STE02,State and territory,Victoria,2020,Males,"21,141","3,267,243",647.1,574.1,0.98,"8,042",38,231.3,"130,670",42.7,"4,126",51.3,120.3,79.8
STE02,State and territory,Victoria,2021,Males,"21,864","3,236,998",675.4,579.5,0.97,"8,144",37.2,232.8,"128,706",42.5,"3,960",48.6,115.4,80.1
STE03,State and territory,Queensland,2017,Males,"16,645","2,444,371",681,657.4,1.05,"7,194",43.2,273.1,"122,698",53.1,"3,886",54,151.1,77.7
STE03,State and territory,Queensland,2018,Males,"16,568","2,483,286",667.2,633.6,1.05,"7,255",43.8,268.9,"122,512",52.3,"3,840",52.9,146,77.5
STE03,State and territory,Queensland,2019,Males,"17,257","2,524,622",683.5,635,1.01,"7,408",42.9,266.3,"122,502",51.6,"3,928",53,145.1,77.8
STE03,State and territory,Queensland,2020,Males,"16,893","2,563,642",658.9,598.9,1.03,"7,228",42.8,255.5,"121,093",50.3,"3,720",51.5,135.4,77.9
STE03,State and territory,Queensland,2021,Males,"18,026","2,586,455",696.9,614.1,1.03,"7,488",41.5,259.8,"122,766",50.8,"3,767",50.3,134.8,78.2
STE04,State and territory,Western Australia,2017,Males,"7,749","1,296,925",597.5,614,0.98,"3,390",43.7,254.4,"61,364",49.9,"1,854",54.7,141.7,77.5
STE04,State and territory,Western Australia,2018,Males,"7,724","1,312,539",588.5,586.3,0.97,"3,446",44.6,250.6,"61,415",49.4,"1,867",54.2,138.5,77.3
STE04,State and territory,Western Australia,2019,Males,"8,018","1,333,605",601.2,586.1,0.93,"3,483",43.4,247.1,"60,691",48.2,"1,887",54.2,137.1,78
STE04,State and territory,Western Australia,2020,Males,"7,939","1,360,250",583.6,551.1,0.94,"3,516",44.3,241.3,"60,959",47.5,"1,843",52.4,129.6,77.4
STE04,State and territory,Western Australia,2021,Males,"8,426","1,376,477",612.1,561.3,0.94,"3,433",40.7,230.1,"59,211",45.8,"1,839",53.6,126.2,78.7
STE05,State and territory,South Australia,2017,Males,"7,090","854,976",829.3,657,1.05,"2,770",39.1,281.9,"43,513",54.7,"1,440",52,150.3,79.6
STE05,State and territory,South Australia,2018,Males,"6,980","864,207",807.7,629.4,1.04,"2,664",38.2,264.3,"41,230",51.4,"1,329",49.9,135.2,80.1
STE05,State and territory,South Australia,2019,Males,"7,090","875,053",810.2,625.5,0.99,"2,722",38.4,267.8,"42,850",52.8,"1,377",50.6,139.8,80
STE05,State and territory,South Australia,2020,Males,"7,043","886,234",794.7,604.4,1.04,"2,658",37.7,256.1,"40,967",50,"1,232",46.4,123.5,79.8
STE05,State and territory,South Australia,2021,Males,"7,431","891,360",833.7,616.3,1.03,"2,804",37.7,264.1,"42,745",52,"1,334",47.6,129.9,80.2
STE06,State and territory,Tasmania,2017,Males,"2,402","261,670",918,720,1.15,"1,017",42.3,309.8,"14,829",61,511,50.2,162.9,77.9
STE06,State and territory,Tasmania,2018,Males,"2,228","267,657",832.4,652.3,1.08,906,40.7,273.7,"13,519",54.4,488,53.8,152.4,78.6
STE06,State and territory,Tasmania,2019,Males,"2,417","273,723",883,684,1.08,"1,001",41.4,296.9,"15,468",61,530,53,162.1,78
STE06,State and territory,Tasmania,2020,Males,"2,384","279,344",853.4,647.1,1.11,996,41.8,284.9,"14,579",56.5,526,52.8,156.5,77.9
STE06,State and territory,Tasmania,2021,Males,"2,428","281,733",861.8,636.7,1.07,979,40.3,275,"14,280",55.1,517,52.8,149,78.8
STE07,State and territory,Australian Capital Territory,2017,Males,"1,190","206,491",576.3,667.4,1.07,488,41,251.1,"8,696",44.1,243,49.8,124.3,78.3
STE07,State and territory,Australian Capital Territory,2018,Males,"1,075","212,909",504.9,583.8,0.97,425,39.5,209.9,"8,162",40.1,215,50.6,105.6,79
STE07,State and territory,Australian Capital Territory,2019,Males,989,"218,386",452.9,516.5,0.82,396,40,191.3,"6,812",32.7,209,52.8,101,79.1
STE07,State and territory,Australian Capital Territory,2020,Males,"1,100","222,636",494.1,548,0.94,431,39.2,202.1,"7,625",36,232,53.8,108.8,79
STE07,State and territory,Australian Capital Territory,2021,Males,"1,143","223,867",510.6,544.9,0.91,467,40.9,217.2,"8,476",39.9,241,51.6,111.7,79.5
STE08,State and territory,Northern Territory,2017,Males,641,"128,714",498,803.1,1.28,488,76.1,432.9,"11,368",90.1,306,62.7,268.8,62
STE08,State and territory,Northern Territory,2018,Males,639,"128,322",498,808.9,1.34,454,71,396.5,"10,446",83.2,265,58.4,224.9,64.7
STE08,State and territory,Northern Territory,2019,Males,700,"127,549",548.8,889.7,1.41,494,70.6,434.6,"10,987",88.1,308,62.3,267.3,66.2
STE08,State and territory,Northern Territory,2020,Males,650,"127,059",511.6,792.1,1.36,455,70,396.2,"10,051",81.1,258,56.7,220.2,68.2
STE08,State and territory,Northern Territory,2021,Males,734,"126,851",578.6,851.6,1.43,503,68.5,425.3,"11,474",92.8,304,60.4,253.4,66.8
STE09,State and territory,Other Territories,2017,Males,14,"2,510",557.8,,,7,50,,181,75.9,6,,,71
STE09,State and territory,Other Territories,2018,Males,12,"2,518",476.6,,,5,41.7,,30,12.6,2,,,77.3
STE09,State and territory,Other Territories,2019,Males,19,"2,530",751,,,10,52.6,,102,42.9,7,70,,74.5
STE09,State and territory,Other Territories,2020,Males,11,"2,542",432.7,,,5,45.5,,89,37.3,1,,,77.5
STE09,State and territory,Other Territories,2021,Males,19,"2,563",741.3,,,4,21.1,,104,43.3,3,,,81.5
STE10,State and territory,Australia (total),2017,Males,"82,858","12,204,216",678.9,626,1,"33,381",40.3,255.6,"552,351",48.1,"17,783",52.5,139,78.9
STE10,State and territory,Australia (total),2018,Males,"82,320","12,391,538",664.3,604.4,1,"33,419",40.6,249.6,"546,730",46.9,"17,618",51.9,134.5,78.9
STE10,State and territory,Australia (total),2019,Males,"88,346","12,579,318",702.3,630.6,1,"35,983",40.7,264.5,"600,028",50.8,"18,057",51.7,135.4,78.8
STE10,State and territory,Australia (total),2020,Males,"84,588","12,730,767",664.4,583.4,1,"34,026",40.2,244.1,"554,302",46.5,"17,224",50.6,126.4,78.9
STE10,State and territory,Australia (total),2021,Males,"89,401","12,749,582",701.2,597.1,1,"34,742",38.9,245.9,"558,212",46.9,"17,113",49.3,124.1,79.4
STE01,State and territory,New South Wales,2017,Females,"25,507","3,956,778",644.6,432.6,0.97,"6,329",24.8,144.8,"95,309",26.1,"2,997",47.3,69.7,85.5
STE01,State and territory,New South Wales,2018,Females,"25,847","3,999,996",646.2,434.9,1.02,"6,670",25.8,149.6,"101,953",27.7,"3,071",46,70.3,85.1
STE01,State and territory,New South Wales,2019,Females,"27,081","4,041,982",670,447.2,1.01,"7,082",26.2,155.2,"107,575",28.9,"3,238",45.7,72.6,85.1
STE01,State and territory,New South Wales,2020,Females,"25,058","4,072,500",615.3,405.7,0.99,"6,586",26.3,141.5,"98,635",26.4,"3,027",46,66.8,84.9
STE01,State and territory,New South Wales,2021,Females,"27,195","4,070,537",668.1,429.7,1.01,"6,940",25.5,146.9,"101,952",27.3,"3,064",44.1,66.6,85.1
STE02,State and territory,Victoria,2017,Females,"19,935","3,185,332",625.8,436.4,0.98,"4,934",24.8,144.6,"78,518",26.7,"2,469",47.8,73.7,85.5
STE02,State and territory,Victoria,2018,Females,"18,923","3,243,652",583.4,406.3,0.95,"4,841",25.6,137.7,"74,967",25,"2,401",47.2,69.9,85.4
STE02,State and territory,Victoria,2019,Females,"21,065","3,299,325",638.5,444.7,1,"5,496",26.1,153.1,"85,303",28,"2,355",46.8,66.5,85.2
STE02,State and territory,Victoria,2020,Females,"19,952","3,338,906",597.6,409.3,1,"5,045",25.3,136,"77,919",25.3,"2,328",46.1,64.2,85.3
STE02,State and territory,Victoria,2021,Females,"20,622","3,311,042",622.8,415.8,0.97,"5,266",25.5,141.1,"80,445",26.4,"2,296",43.6,63,85.3
STE03,State and territory,Queensland,2017,Females,"14,910","2,484,003",600.2,464.1,1.04,"4,429",29.7,163.7,"73,534",31.8,"2,188",49.4,82.3,83.8
STE03,State and territory,Queensland,2018,Females,"14,292","2,527,216",565.5,431.9,1.01,"4,310",30.2,154,"68,268",29,"2,119",49.2,77.4,83.9
STE03,State and territory,Queensland,2019,Females,"15,216","2,570,096",592,447.7,1.01,"4,576",30.1,159.1,"73,070",30.6,"2,214",48.4,78.7,83.7
STE03,State and territory,Queensland,2020,Females,"14,474","2,611,361",554.3,414.2,1.01,"4,319",29.8,147.1,"70,098",28.9,"2,067",47.9,72.2,83.5
STE03,State and territory,Queensland,2021,Females,"15,832","2,631,198",601.7,437.5,1.02,"4,651",29.4,154.4,"74,348",30.6,"2,192",47.1,75.2,83.7
STE04,State and territory,Western Australia,2017,Females,"6,745","1,290,652",522.6,417.8,0.94,"2,031",30.1,151.6,"35,016",29,"1,026",50.5,77.5,84.2
STE04,State and territory,Western Australia,2018,Females,"6,928","1,308,513",529.5,417.3,0.98,"2,073",29.9,148.9,"34,918",28.6,"1,010",48.7,74.1,83.6
STE04,State and territory,Western Australia,2019,Females,"7,024","1,330,190",528,406.4,0.92,"1,982",28.2,138.4,"34,297",27.7,"1,014",51.2,72.5,84.5
STE04,State and territory,Western Australia,2020,Females,"7,054","1,358,150",519.4,391.8,0.96,"2,082",29.5,139.3,"34,310",27.2,983,47.2,68,84.3
STE04,State and territory,Western Australia,2021,Females,"7,465","1,373,387",543.5,398.6,0.93,"2,129",28.5,137.7,"33,583",26.4,962,45.2,64,84.4
STE05,State and territory,South Australia,2017,Females,"6,962","874,632",796,466.2,1.05,"1,693",24.3,163.9,"25,900",32.6,764,45.1,76.8,85.8
STE05,State and territory,South Australia,2018,Females,"6,591","883,803",745.8,437.2,1.02,"1,694",25.7,158.7,"24,610",30.6,785,46.3,75.3,85.3
STE05,State and territory,South Australia,2019,Females,"6,827","894,995",762.8,442.5,1,"1,672",24.5,155.4,"24,961",30.7,763,45.7,73.2,85.9
STE05,State and territory,South Australia,2020,Females,"6,564","907,313",723.5,417.3,1.02,"1,639",25,147,"23,639",28.8,711,43.4,66,85.4
STE05,State and territory,South Australia,2021,Females,"7,063","911,832",774.6,437.4,1.02,"1,694",24,151,"24,941",30.3,739,43.6,67.8,85.9
STE06,State and territory,Tasmania,2017,Females,"2,378","266,654",891.8,549.4,1.23,670,28.2,197.3,"9,673",39.8,323,48.2,100.3,84.2
STE06,State and territory,Tasmania,2018,Females,"2,059","272,455",755.7,473.2,1.11,585,28.4,169.6,"8,325",33.5,280,47.9,86.8,83.4
STE06,State and territory,Tasmania,2019,Females,"2,246","278,587",806.2,497.6,1.12,650,28.9,180.4,"8,784",34.6,313,48.2,89,83.6
STE06,State and territory,Tasmania,2020,Females,"2,051","284,163",721.8,440,1.07,584,28.5,159.7,"8,185",31.7,299,51.2,84.5,84.2
STE06,State and territory,Tasmania,2021,Females,"2,341","286,176",818,489.6,1.15,657,28.1,172.7,"8,537",32.9,322,49,86.8,83.5
STE07,State and territory,Australian Capital Territory,2017,Females,"1,130","210,333",537.2,477.5,1.07,293,25.9,141.5,"4,891",24.7,135,46.1,66.1,85.2
STE07,State and territory,Australian Capital Territory,2018,Females,"1,052","217,231",484.3,433.7,1.01,298,28.3,139.7,"5,489",26.8,155,52,73,84.9
STE07,State and territory,Australian Capital Territory,2019,Females,"1,044","222,891",468.4,412.8,0.93,263,25.2,117.7,"4,102",19.5,116,44.1,51.7,85.4
STE07,State and territory,Australian Capital Territory,2020,Females,"1,062","227,996",465.8,407.2,0.99,308,29,132.5,"5,423",25.3,147,47.7,64.4,84.5
STE07,State and territory,Australian Capital Territory,2021,Females,"1,064","229,691",463.2,396.2,0.93,294,27.6,125.3,"5,026",23.3,130,44.2,56,84
STE08,State and territory,Northern Territory,2017,Females,465,"119,447",389.3,625.8,1.4,314,67.5,302.7,"7,500",64.2,181,57.6,170.9,65.3
STE08,State and territory,Northern Territory,2018,Females,471,"120,041",392.4,649,1.52,298,63.3,289.3,"6,485",55.3,181,60.7,174.1,67.9
STE08,State and territory,Northern Territory,2019,Females,442,"120,604",366.5,588.3,1.32,282,63.8,266,"6,657",56.6,168,59.6,155.3,66.4
STE08,State and territory,Northern Territory,2020,Females,491,"121,884",402.8,589.3,1.44,337,68.6,307.2,"7,866",66.2,198,58.8,180.1,66.3
STE08,State and territory,Northern Territory,2021,Females,477,"122,349",389.9,586.4,1.37,292,61.2,262.1,"6,126",51.4,149,51,134.3,68.2
STE09,State and territory,Other Territories,2017,Females,19,"2,155",881.7,,,5,26.3,,60,29.5,1,,,84.5
STE09,State and territory,Other Territories,2018,Females,10,"2,198",455,,,1,10,,62,30,1,,,82.5
STE09,State and territory,Other Territories,2019,Females,10,"2,229",448.6,,,4,40,,116,55.4,2,,,76.5
STE09,State and territory,Other Territories,2020,Females,6,"2,249",266.8,,,1,,,2,1,0,,,
STE09,State and territory,Other Territories,2021,Females,9,"2,285",393.9,,,0,,,0,0,0,,,
STE10,State and territory,Australia (total),2017,Females,"78,051","12,389,986",630,446.1,1,"20,698",26.5,153.3,"330,401",28.8,"10,084",48.2,76.1,85
STE10,State and territory,Australia (total),2018,Females,"76,173","12,575,105",605.7,427.8,1,"20,770",27.3,149.6,"325,077",27.9,"10,003",47.6,73.7,84.8
STE10,State and territory,Australia (total),2019,Females,"80,955","12,760,899",634.4,444.1,1,"22,007",27.2,154.7,"344,865",29.2,"10,183",47.3,73.2,84.8
STE10,State and territory,Australia (total),2020,Females,"76,712","12,924,522",593.5,410.3,1,"20,901",27.2,143.1,"326,077",27.4,"9,760",46.7,68.7,84.6
STE10,State and territory,Australia (total),2021,Females,"82,068","12,938,497",634.3,427.4,1,"21,923",26.7,147.5,"334,958",28.2,"9,854",44.9,68.1,84.8
STE01,State and territory,New South Wales,2017,Persons,"52,778","7,850,871",672.3,520.5,0.98,"16,995",32.2,198,"265,989",36.4,"8,403",49.4,99.8,82.4
STE01,State and territory,New South Wales,2018,Persons,"53,633","7,945,580",675,520,1.02,"17,707",33,201.9,"275,614",37.3,"8,642",48.8,100.7,82.1
STE01,State and territory,New South Wales,2019,Persons,"56,058","8,034,305",697.7,532.1,1,"18,442",32.9,206.7,"289,748",38.9,"8,879",48.2,101.9,82.1
STE01,State and territory,New South Wales,2020,Persons,"52,485","8,094,317",648.4,486.3,0.99,"17,281",32.9,189.9,"266,904",35.6,"8,313",48.1,93.6,82.1
STE01,State and territory,New South Wales,2021,Persons,"56,525","8,093,815",698.4,509.6,1,"17,860",31.6,193.8,"272,402",36.5,"8,212",46,91.4,82.4
STE02,State and territory,Victoria,2017,Persons,"39,791","6,299,798",631.6,505.4,0.95,"12,295",30.9,184.3,"197,540",33.6,"6,600",50.7,100.8,82.9
STE02,State and territory,Victoria,2018,Persons,"38,231","6,418,168",595.7,474.7,0.93,"12,068",31.6,176,"190,722",31.9,"6,442",50.1,95.9,82.8
STE02,State and territory,Victoria,2019,Persons,"43,944","6,530,852",672.9,536.9,1.01,"14,605",33.2,210.3,"243,746",40.1,"6,525",49.8,95,82.2
STE02,State and territory,Victoria,2020,Persons,"41,093","6,606,149",622,485.7,0.99,"13,087",31.8,182.3,"208,589",33.9,"6,454",49.3,91.5,82.6
STE02,State and territory,Victoria,2021,Persons,"42,486","6,548,040",648.8,491.8,0.97,"13,410",31.6,185.6,"209,151",34.5,"6,256",46.7,88.5,82.7
STE03,State and territory,Queensland,2017,Persons,"31,555","4,928,374",640.3,554.4,1.05,"11,623",36.8,217.7,"196,232",42.4,"6,074",52.3,116.3,80.6
STE03,State and territory,Queensland,2018,Persons,"30,860","5,010,502",615.9,527,1.03,"11,565",37.5,210.7,"190,780",40.6,"5,959",51.5,111.3,80.4
STE03,State and territory,Queensland,2019,Persons,"32,473","5,094,718",637.4,536,1.01,"11,984",36.9,211.9,"195,572",41,"6,142",51.3,111.4,80.4
STE03,State and territory,Queensland,2020,Persons,"31,367","5,175,003",606.1,501.4,1.02,"11,547",36.8,200.4,"191,191",39.6,"5,787",50.1,103.3,80.3
STE03,State and territory,Queensland,2021,Persons,"33,858","5,217,653",648.9,521.5,1.03,"12,139",35.9,206.1,"197,114",40.6,"5,959",49.1,104.5,80.7
STE04,State and territory,Western Australia,2017,Persons,"14,494","2,587,577",560.1,509.8,0.96,"5,421",37.4,202.9,"96,380",39.6,"2,880",53.1,109.7,80.5
STE04,State and territory,Western Australia,2018,Persons,"14,652","2,621,052",559,497.1,0.97,"5,519",37.7,199.6,"96,333",39.1,"2,877",52.1,106.3,80.2
STE04,State and territory,Western Australia,2019,Persons,"15,042","2,663,795",564.7,491.3,0.92,"5,465",36.3,192.4,"94,988",38,"2,901",53.1,104.7,81.1
STE04,State and territory,Western Australia,2020,Persons,"14,993","2,718,400",551.5,468.2,0.95,"5,598",37.3,189.9,"95,269",37.4,"2,826",50.5,98.6,80.7
